Data,DiÛxido de Enxofre,PartÌculas < 10 µm,DiÛxido de Azoto,”xidos de Azoto,MonÛxido de Azoto,,
(Hora UTC),µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,,
2017-07-06 11:00:00,520,7770,11940,16387,2900,,
2017-07-06 12:00:00,470,7490,8820,13880,3300,,
2017-07-06 13:00:00,700,5550,6910,10743,2500,,
2017-07-06 14:00:00,740,5550,6650,9947,2150,,
2017-07-06 15:00:00,790,8880,7640,11903,2780,,
2017-07-06 16:00:00,830,8880,9270,14437,3370,,
2017-07-06 17:00:00,880,6660,10820,16202,3510,,
2017-07-06 18:00:00,1270,7220,12700,18450,3750,,
2017-07-06 19:00:00,2710,13320,10210,12970,1800,,
2017-07-06 20:00:00,910,13320,8180,9529,880,,
2017-07-06 21:00:00,490,9990,5620,7307,1100,,
2017-07-06 22:00:00,490,9990,8730,10509,1160,,
2017-07-06 23:00:00,340,8880,8250,9277,670,,
2017-07-07 00:00:00,300,8600,7590,8602,660,,
2017-07-07 01:00:00,340,7770,5630,6995,890,,
2017-07-07 02:00:00,520,7490,3620,4632,660,,
2017-07-07 03:00:00,560,4440,5030,6287,820,,
2017-07-07 04:00:00,660,4440,7640,8821,770,,
2017-07-07 05:00:00,340,4440,5960,7110,750,,
2017-07-07 06:00:00,520,4720,9870,11787,1250,,
2017-07-07 07:00:00,600,8880,11310,15588,2790,,
2017-07-07 08:00:00,700,8880,9920,13937,2620,,
2017-07-07 09:00:00,880,11100,9420,13560,2700,,
2017-07-07 10:00:00,910,10820,7850,10365,1640,,
2017-07-07 11:00:00,880,6660,7750,10541,1820,,
2017-07-07 12:00:00,1330,7220,7080,10300,2100,,
2017-07-07 13:00:00,1450,21090,6600,9099,1630,,
2017-07-07 14:00:00,1530,20540,7760,10597,1850,,
2017-07-07 15:00:00,1600,11100,8190,11471,2140,,
2017-07-07 16:00:00,1470,10820,6730,9705,1940,,
2017-07-07 17:00:00,1390,6660,6430,8531,1370,,
2017-07-07 18:00:00,1090,6940,7270,8635,890,,
2017-07-07 19:00:00,1120,11100,7880,9383,980,,
2017-07-07 20:00:00,870,11100,6030,7548,990,,
2017-07-07 21:00:00,920,12210,5600,6919,860,,
2017-07-07 22:00:00,850,12490,4520,5639,730,,
2017-07-07 23:00:00,800,16650,4150,4840,450,,
2017-07-08 00:00:00,660,16650,3260,4333,700,,
2017-07-08 01:00:00,830,8880,2570,3812,810,,
2017-07-08 02:00:00,690,8880,2360,3372,660,,
2017-07-08 03:00:00,690,11100,2450,3646,780,,
2017-07-08 04:00:00,710,10820,3190,4187,650,,
2017-07-08 05:00:00,700,5550,4500,5405,590,,
2017-07-08 06:00:00,650,5550,4900,5989,710,,
2017-07-08 07:00:00,740,4440,6520,8161,1070,,
2017-07-08 08:00:00,610,5000,6990,8339,880,,
2017-07-08 09:00:00,680,15540,6330,8293,1280,,
2017-07-08 10:00:00,840,15260,7480,9765,1490,,
2017-07-08 11:00:00,970,9990,7440,9755,1510,,
2017-07-08 12:00:00,590,10270,6620,8767,1400,,
2017-07-08 13:00:00,730,21090,8420,11165,1790,,
2017-07-08 14:00:00,740,20810,7440,9801,1540,,
2017-07-08 15:00:00,670,16650,8680,11057,1550,,
2017-07-08 16:00:00,790,16930,8440,11154,1770,,
2017-07-08 17:00:00,620,19980,8480,10949,1610,,
2017-07-08 18:00:00,680,20260,8570,10027,950,,
2017-07-08 19:00:00,600,21090,7850,9322,960,,
2017-07-08 20:00:00,500,21650,8080,9383,850,,
2017-07-08 21:00:00,430,28860,7030,8410,900,,
2017-07-08 22:00:00,410,28030,5840,6959,730,,
2017-07-08 23:00:00,370,14430,6530,7619,710,,
2017-07-09 00:00:00,440,14430,7100,8265,760,,
2017-07-09 01:00:00,250,11100,7390,9077,1100,,
2017-07-09 02:00:00,240,10820,6220,6849,410,,
2017-07-09 03:00:00,320,6660,5370,6750,900,,
2017-07-09 04:00:00,350,6940,2690,3886,780,,
2017-07-09 05:00:00,290,9990,2880,4413,1000,,
2017-07-09 06:00:00,360,10550,2420,4275,1210,,
2017-07-09 07:00:00,340,16650,3500,5325,1190,,
2017-07-09 08:00:00,250,16100,4000,5733,1130,,
2017-07-09 09:00:00,580,11100,3560,5676,1380,,
2017-07-09 10:00:00,570,10820,3640,6063,1580,,
2017-07-09 11:00:00,560,6660,3130,6120,1950,,
2017-07-09 12:00:00,1060,6660,3920,6695,1810,,
2017-07-09 13:00:00,1010,4440,3060,5375,1510,,
2017-07-09 14:00:00,1180,4160,3440,6185,1790,,
2017-07-09 15:00:00,1270,2220,3700,6828,2040,,
2017-07-09 16:00:00,1180,2220,2550,4819,1480,,
2017-07-09 17:00:00,1110,2220,3850,6349,1630,,
2017-07-09 18:00:00,990,2220,3920,5959,1330,,
2017-07-09 19:00:00,1050,2220,5510,7749,1460,,
2017-07-09 20:00:00,750,2500,5620,7353,1130,,
2017-07-09 21:00:00,600,6660,7110,8551,940,,
2017-07-09 22:00:00,680,6940,6190,7723,1000,,
2017-07-09 23:00:00,580,8880,3570,5425,1210,,
2017-07-10 00:00:00,70,8880,2310,3491,770,,
2017-07-10 01:00:00,140,5550,2120,2902,510,,
2017-07-10 02:00:00,-20,5270,2710,4657,1270,,
2017-07-10 03:00:00,10,3330,3860,6145,1490,,
2017-07-10 04:00:00,80,3330,2360,3847,970,,
2017-07-10 05:00:00,30,3330,4400,5550,750,,
2017-07-10 06:00:00,110,3610,6370,8915,1660,,
2017-07-10 07:00:00,260,11100,6110,9560,2250,,
2017-07-10 08:00:00,230,10820,9110,15182,3960,,
2017-07-10 09:00:00,450,6660,7960,14277,4120,,
2017-07-10 10:00:00,740,6940,9150,17322,5330,,
2017-07-10 11:00:00,1190,12210,9110,15979,4480,,
2017-07-10 12:00:00,180,12210,6100,10792,3060,,
2017-07-10 13:00:00,80,12210,7840,14310,4220,,
2017-07-10 14:00:00,280,12210,6880,12814,3870,,
2017-07-10 15:00:00,70,8880,6590,12662,3960,,
2017-07-10 16:00:00,220,9440,11160,23396,7980,,
2017-07-10 17:00:00,-10,18870,12260,24848,8210,,
2017-07-10 18:00:00,-20,18870,12100,22112,6530,,
2017-07-10 19:00:00,,16650,10580,16606,3930,,
2017-07-10 20:00:00,,16650,10490,15596,3330,,
2017-07-10 21:00:00,,15540,6380,8695,1510,,
2017-07-10 22:00:00,,15260,8050,10243,1430,,
2017-07-10 23:00:00,,12210,8210,11231,1970,,
2017-07-11 00:00:00,910,12490,7680,10563,1880,,
2017-07-11 01:00:00,730,22200,8050,12435,2860,,
2017-07-11 02:00:00,830,21920,6180,10013,2500,,
2017-07-11 03:00:00,760,16650,3540,5288,1140,,
2017-07-11 04:00:00,880,16650,3990,5845,1210,,
2017-07-11 05:00:00,960,15540,6730,9398,1740,,
2017-07-11 06:00:00,1050,15540,8380,12673,2800,,
2017-07-11 07:00:00,1000,17760,10320,16714,4170,,
2017-07-11 08:00:00,1300,17480,11980,19815,5110,,
2017-07-11 09:00:00,1550,13320,13420,23555,6610,,
2017-07-11 10:00:00,1800,13880,13140,21788,5640,,
2017-07-11 11:00:00,1870,23310,10010,16204,4040,,
2017-07-11 12:00:00,520,23310,12160,19504,4790,,
2017-07-11 13:00:00,570,19980,9610,14348,3090,,
2017-07-11 14:00:00,490,19430,12660,19483,4450,,
2017-07-11 15:00:00,590,11100,10130,13994,2520,,
2017-07-11 16:00:00,650,11380,11870,16409,2960,,
2017-07-11 17:00:00,510,16650,13120,17735,3010,,
2017-07-11 18:00:00,190,16930,14210,18105,2540,,
2017-07-11 19:00:00,0,22200,17050,21635,2990,,
2017-07-11 20:00:00,-110,22200,12410,17516,3330,,
2017-07-11 21:00:00,,24420,10160,15680,3600,,
2017-07-11 22:00:00,,23870,8530,13804,3440,,
2017-07-11 23:00:00,,16650,7770,12370,3000,,
2017-07-12 00:00:00,500,16650,5340,8023,1750,,
2017-07-12 01:00:00,490,15540,4710,7378,1740,,
2017-07-12 02:00:00,530,15260,5510,9589,2660,,
2017-07-12 03:00:00,400,8880,4080,6380,1500,,
2017-07-12 04:00:00,590,8600,5030,8480,2250,,
2017-07-12 05:00:00,400,6660,5140,8544,2220,,
2017-07-12 06:00:00,330,6660,5970,9742,2460,,
2017-07-12 07:00:00,500,7770,6800,11844,3290,,
2017-07-12 08:00:00,800,7770,10670,21572,7110,,
2017-07-12 09:00:00,860,9990,10920,20764,6420,,
2017-07-12 10:00:00,1200,9710,9780,16572,4430,,
2017-07-12 11:00:00,1140,6660,10770,16182,3530,,
2017-07-12 12:00:00,720,7220,12020,17969,3880,,
2017-07-12 13:00:00,1250,19980,11820,17386,3630,,
2017-07-12 14:00:00,1270,19700,13640,19405,3760,,
2017-07-12 15:00:00,1260,13320,12300,15413,2030,,
2017-07-12 16:00:00,1320,13600,13380,16891,2290,,
2017-07-12 17:00:00,1540,22200,18450,23065,3010,,
2017-07-12 18:00:00,1180,21650,20500,25514,3270,,
2017-07-12 19:00:00,1000,13320,21460,25094,2370,,
2017-07-12 20:00:00,740,13600,20670,22510,1200,,
2017-07-12 21:00:00,800,17760,18110,22480,2850,,
2017-07-12 22:00:00,820,17760,10310,12181,1220,,
2017-07-12 23:00:00,830,15540,7370,8627,820,,
2017-07-13 00:00:00,240,15540,8260,9487,800,,
2017-07-13 01:00:00,200,16650,9080,10077,650,,
2017-07-13 02:00:00,160,16370,6760,7925,760,,
2017-07-13 03:00:00,140,8880,12050,14013,1280,,
2017-07-13 04:00:00,330,9160,14450,15707,820,,
2017-07-13 05:00:00,120,14430,13410,15587,1420,,
2017-07-13 06:00:00,10,14710,17850,22174,2820,,
2017-07-13 07:00:00,,17760,15930,21511,3640,,
2017-07-13 08:00:00,300,18320,15430,22452,4580,,
2017-07-13 09:00:00,580,26640,14930,21477,4270,,
2017-07-13 10:00:00,890,26920,14230,19520,3450,,
2017-07-13 11:00:00,1170,31080,13260,17032,2460,,
2017-07-13 12:00:00,750,30800,16090,20031,2570,,
2017-07-13 13:00:00,690,26640,12930,16595,2390,,
2017-07-13 14:00:00,610,26360,16420,21648,3410,,
2017-07-13 15:00:00,760,22200,16670,22343,3700,,
2017-07-13 16:00:00,890,22200,14370,18694,2820,,
2017-07-13 17:00:00,760,24420,17660,23655,3910,,
2017-07-13 18:00:00,360,24140,21740,30250,5550,,
2017-07-13 19:00:00,90,18870,22760,29890,4650,,
2017-07-13 20:00:00,,18590,22170,29054,4490,,
2017-07-13 21:00:00,,15540,19590,24956,3500,,
2017-07-13 22:00:00,-90,15820,15560,18581,1970,,
2017-07-13 23:00:00,,19980,9580,11911,1520,,
2017-07-14 00:00:00,230,19980,7350,8929,1030,,
2017-07-14 01:00:00,200,16650,5740,7028,840,,
2017-07-14 02:00:00,180,16370,4660,5948,840,,
2017-07-14 03:00:00,20,9990,4070,5051,640,,
2017-07-14 04:00:00,-20,9990,4470,5574,720,,
2017-07-14 05:00:00,90,12210,7540,8705,760,,
2017-07-14 06:00:00,80,12490,10940,13792,1860,,
2017-07-14 07:00:00,70,17760,14050,21977,5170,,
2017-07-14 08:00:00,290,18590,13470,22424,5840,,
2017-07-14 09:00:00,310,28860,12250,20162,5160,,
2017-07-14 10:00:00,630,28580,13900,20232,4130,,
2017-07-14 11:00:00,740,21090,13310,17925,3010,,
2017-07-14 12:00:00,1130,21090,12790,16439,2380,,
2017-07-14 13:00:00,1250,21090,11820,15209,2210,,
2017-07-14 14:00:00,1400,21090,10250,13240,1950,,
2017-07-14 15:00:00,1500,21090,11520,15108,2340,,
2017-07-14 16:00:00,1460,21090,14300,17658,2190,,
2017-07-14 17:00:00,1460,21090,21620,27247,3670,,
2017-07-14 18:00:00,1110,21370,14120,17049,1910,,
2017-07-14 19:00:00,1070,29970,16700,18325,1060,,
2017-07-14 20:00:00,810,29690,15810,17757,1270,,
2017-07-14 21:00:00,640,24420,11980,13314,870,,
2017-07-14 22:00:00,600,24700,12440,13697,820,,
2017-07-14 23:00:00,450,26640,11200,12350,750,,
2017-07-15 00:00:00,1000,26360,7740,9013,830,,
2017-07-15 01:00:00,950,14430,6240,7467,800,,
2017-07-15 02:00:00,1060,14990,8330,9787,950,,
2017-07-15 03:00:00,1070,23310,15900,17249,880,,
2017-07-15 04:00:00,950,23310,16470,17942,960,,
2017-07-15 05:00:00,920,25530,17140,19624,1620,,
2017-07-15 06:00:00,890,25530,13290,17062,2460,,
2017-07-15 07:00:00,960,24420,9670,14055,2860,,
2017-07-15 08:00:00,1090,24140,11120,17192,3960,,
2017-07-15 09:00:00,1440,21090,13070,18988,3860,,
2017-07-15 10:00:00,1720,21370,18080,25716,4980,,
2017-07-15 11:00:00,1720,28860,19340,25672,4130,,
2017-07-15 12:00:00,360,28860,15920,20505,2990,,
2017-07-15 13:00:00,590,25530,8970,11868,1890,,
2017-07-15 14:00:00,700,25810,8770,10794,1320,,
2017-07-15 15:00:00,720,33300,9850,12641,1820,,
2017-07-15 16:00:00,980,33020,12000,14530,1650,,
2017-07-15 17:00:00,850,28860,12890,16033,2050,,
2017-07-15 18:00:00,790,29690,16460,18990,1650,,
2017-07-15 19:00:00,840,39960,34230,37281,1990,,
2017-07-15 20:00:00,550,39680,35080,36767,1100,,
2017-07-15 21:00:00,270,34410,30960,32417,950,,
2017-07-15 22:00:00,400,34690,24440,25421,640,,
2017-07-15 23:00:00,260,41070,24620,26169,1010,,
2017-07-16 00:00:00,580,41070,25590,26970,900,,
2017-07-16 01:00:00,710,38850,19210,20682,960,,
2017-07-16 02:00:00,540,38850,19340,20229,580,,
2017-07-16 03:00:00,580,41070,20270,21819,1010,,
2017-07-16 04:00:00,590,41350,19400,20611,790,,
2017-07-16 05:00:00,510,46620,19820,21185,890,,
2017-07-16 06:00:00,310,46340,15100,17584,1620,,
2017-07-16 07:00:00,340,41070,13250,17068,2490,,
2017-07-16 08:00:00,490,41070,12070,15689,2360,,
2017-07-16 09:00:00,800,41070,13450,17161,2420,,
2017-07-16 10:00:00,1220,40790,12750,16491,2440,,
2017-07-16 11:00:00,1580,37740,13400,16988,2340,,
2017-07-16 12:00:00,1320,37460,7900,10445,1660,,
2017-07-16 13:00:00,1170,24420,6530,8477,1270,,
2017-07-16 14:00:00,1310,24140,6980,8437,950,,
2017-07-16 15:00:00,1100,18870,6180,8342,1410,,
2017-07-16 16:00:00,1170,19430,8060,10437,1550,,
2017-07-16 17:00:00,1190,28860,9820,12473,1730,,
2017-07-16 18:00:00,1160,29420,10340,12655,1510,,
2017-07-16 19:00:00,860,39960,14460,16223,1150,,
2017-07-16 20:00:00,800,40520,17330,18695,890,,
2017-07-16 21:00:00,650,48840,19290,20839,1010,,
2017-07-16 22:00:00,470,48290,20450,22796,1530,,
2017-07-16 23:00:00,470,38850,18820,20813,1300,,
2017-07-17 00:00:00,540,39130,15170,16351,770,,
2017-07-17 01:00:00,470,43290,12340,13950,1050,,
2017-07-17 02:00:00,410,42740,9720,10671,620,,
2017-07-17 03:00:00,300,35520,7810,9175,890,,
2017-07-17 04:00:00,400,34970,6290,7379,710,,
2017-07-17 05:00:00,410,26640,5580,7006,930,,
2017-07-17 06:00:00,390,27470,10420,12735,1510,,
2017-07-17 07:00:00,390,37740,10160,13579,2230,,
2017-07-17 08:00:00,540,36910,8500,11996,2280,,
2017-07-17 09:00:00,890,25530,9340,13725,2860,,
2017-07-17 10:00:00,1120,26090,16190,24240,5250,,
2017-07-17 11:00:00,1370,34410,22610,33696,7230,,
2017-07-17 12:00:00,820,34130,12880,16959,2660,,
2017-07-17 13:00:00,1030,32190,9450,12225,1810,,
2017-07-17 14:00:00,1020,31640,7370,10636,2130,,
2017-07-17 15:00:00,840,23310,7550,10617,2000,,
2017-07-17 16:00:00,850,23590,9970,13742,2460,,
2017-07-17 17:00:00,870,29970,9750,13231,2270,,
2017-07-17 18:00:00,440,30530,11610,14631,1970,,
2017-07-17 19:00:00,430,38850,18880,21824,1920,,
2017-07-17 20:00:00,290,38570,26740,29807,2000,,
2017-07-17 21:00:00,200,35520,20510,22427,1250,,
2017-07-17 22:00:00,120,34970,18040,19880,1200,,
2017-07-17 23:00:00,130,25530,13160,14617,950,,
2017-07-18 00:00:00,70,25530,7260,9299,1330,,
2017-07-18 01:00:00,50,25530,6140,7275,740,,
2017-07-18 02:00:00,60,25250,8260,9625,890,,
2017-07-18 03:00:00,210,22200,7580,8500,600,,
2017-07-18 04:00:00,240,21920,8120,9577,950,,
2017-07-18 05:00:00,340,18870,13210,14375,760,,
2017-07-18 06:00:00,170,19150,16070,18554,1620,,
2017-07-18 07:00:00,330,24420,15570,19342,2460,,
2017-07-18 08:00:00,450,23870,9530,13486,2580,,
2017-07-18 09:00:00,740,15540,9430,15348,3860,,
2017-07-18 10:00:00,1410,15260,10350,15394,3290,,
2017-07-18 11:00:00,1550,13320,8170,12049,2530,,
2017-07-18 12:00:00,270,13600,8130,12362,2760,,
2017-07-18 13:00:00,,21090,8790,13421,3020,,
2017-07-18 14:00:00,,20540,9310,13741,2890,,
2017-07-18 15:00:00,,14430,8260,12047,2470,,
2017-07-18 16:00:00,,14430,7440,10062,1710,,
2017-07-18 17:00:00,,15540,11350,16471,3340,,
2017-07-18 18:00:00,,14990,9550,13046,2280,,
2017-07-18 19:00:00,,8880,7170,9056,1230,,
2017-07-18 20:00:00,,9160,4580,6435,1210,,
2017-07-18 21:00:00,,11100,5710,6569,560,,
2017-07-18 22:00:00,,10820,5130,6525,910,,
2017-07-18 23:00:00,,6660,3310,4353,680,,
2017-07-19 00:00:00,430,6660,4110,5367,820,,
2017-07-19 01:00:00,540,4440,4670,5636,630,,
2017-07-19 02:00:00,390,4440,1750,2517,500,,
2017-07-19 03:00:00,530,3330,2430,3411,640,,
2017-07-19 04:00:00,520,3330,7660,12245,2990,,
2017-07-19 05:00:00,690,2220,7760,10581,1840,,
2017-07-19 06:00:00,580,2500,11140,18193,4600,,
2017-07-19 07:00:00,820,7770,10980,21192,6660,,
2017-07-19 08:00:00,860,7490,8010,16136,5300,,
2017-07-19 09:00:00,840,5550,8740,17372,5630,,
2017-07-19 10:00:00,1000,5550,10710,19358,5640,,
2017-07-19 11:00:00,1080,4440,9560,15678,3990,,
2017-07-19 12:00:00,310,4440,6860,10724,2520,,
2017-07-19 13:00:00,430,3330,6540,10726,2730,,
2017-07-19 14:00:00,530,3330,6790,10378,2340,,
2017-07-19 15:00:00,570,3330,7460,11830,2850,,
2017-07-19 16:00:00,1890,3330,5210,7740,1650,,
2017-07-19 17:00:00,600,2220,6110,9376,2130,,
2017-07-19 18:00:00,390,2780,6150,8649,1630,,
2017-07-19 19:00:00,240,12210,7760,9646,1230,,
2017-07-19 20:00:00,120,12210,6850,8491,1070,,
2017-07-19 21:00:00,-140,11100,5680,6401,470,,
2017-07-19 22:00:00,-120,11100,4280,5844,1020,,
2017-07-19 23:00:00,,12210,4050,6028,1290,,
2017-07-20 00:00:00,130,12210,3220,4983,1150,,
2017-07-20 01:00:00,40,8880,4130,6660,1650,,
2017-07-20 02:00:00,10,9160,4360,6369,1310,,
2017-07-20 03:00:00,140,13320,2530,4094,1020,,
2017-07-20 04:00:00,130,12770,3470,4850,900,,
2017-07-20 05:00:00,-40,7770,2480,3860,900,,
2017-07-20 06:00:00,130,7770,3810,5865,1340,,
2017-07-20 07:00:00,30,9990,8360,14033,3700,,
2017-07-20 08:00:00,350,9990,10250,17012,4410,,
2017-07-20 09:00:00,620,11100,8460,13995,3610,,
2017-07-20 10:00:00,490,11100,6800,11523,3080,,
2017-07-20 11:00:00,680,12210,5960,10039,2660,,
2017-07-20 12:00:00,830,12490,4700,7629,1910,,
2017-07-20 13:00:00,1040,14430,6570,11124,2970,,
2017-07-20 14:00:00,1040,14710,8360,14324,3890,,
2017-07-20 15:00:00,980,18870,7870,12593,3080,,
2017-07-20 16:00:00,860,18870,6090,9862,2460,,
2017-07-20 17:00:00,690,21090,5930,9395,2260,,
2017-07-20 18:00:00,610,20540,7020,10685,2390,,
2017-07-20 19:00:00,490,12210,9910,14954,3290,,
2017-07-20 20:00:00,440,12770,7020,10041,1970,,
2017-07-20 21:00:00,460,21090,7290,9697,1570,,
2017-07-20 22:00:00,500,20810,7040,9723,1750,,
2017-07-20 23:00:00,420,17760,4740,6687,1270,,
2017-07-21 00:00:00,150,17480,3010,4543,1000,,
2017-07-21 01:00:00,270,9990,2680,4535,1210,,
2017-07-21 02:00:00,360,9710,2950,4376,930,,
2017-07-21 03:00:00,280,6660,2520,3486,630,,
2017-07-21 04:00:00,340,6660,2450,3937,970,,
2017-07-21 05:00:00,380,8880,4550,6927,1550,,
2017-07-21 06:00:00,300,8600,6920,10554,2370,,
2017-07-21 07:00:00,340,6660,6470,11959,3580,,
2017-07-21 08:00:00,450,7220,8210,15723,4900,,
2017-07-21 09:00:00,630,16650,8530,15123,4300,,
2017-07-21 10:00:00,890,16650,7950,14190,4070,,
2017-07-21 11:00:00,1070,15540,5300,10360,3300,,
2017-07-21 12:00:00,740,15260,6660,12180,3600,,
2017-07-21 13:00:00,940,12210,7750,14220,4220,,
2017-07-21 14:00:00,1030,12210,7350,13468,3990,,
2017-07-21 15:00:00,850,12210,5570,9327,2450,,
2017-07-21 16:00:00,880,12770,6100,8875,1810,,
2017-07-21 17:00:00,610,23310,5870,8676,1830,,
2017-07-21 18:00:00,340,23310,8010,11107,2020,,
2017-07-21 19:00:00,150,23310,7670,9571,1240,,
2017-07-21 20:00:00,30,23030,7210,10108,1890,,
2017-07-21 21:00:00,-50,18870,6400,8792,1560,,
2017-07-21 22:00:00,-20,18590,4170,5565,910,,
2017-07-21 23:00:00,-20,13320,3750,5207,950,,
2017-07-22 00:00:00,1470,13320,4190,5263,700,,
2017-07-22 01:00:00,200,16650,3010,4221,790,,
2017-07-22 02:00:00,,16650,1640,3419,1160,,
2017-07-22 03:00:00,,15540,2090,3455,890,,
2017-07-22 04:00:00,,15820,3430,4856,930,,
2017-07-22 05:00:00,,21090,5100,8182,2010,,
2017-07-22 06:00:00,,20810,4630,7513,1880,,
2017-07-22 07:00:00,,16650,6400,11260,3170,,
2017-07-22 08:00:00,-60,16100,4070,7903,2500,,
2017-07-22 09:00:00,310,8880,4070,7321,2120,,
2017-07-22 10:00:00,340,9710,7660,13732,3960,,
2017-07-22 11:00:00,360,19980,4840,8259,2230,,
2017-07-22 12:00:00,200,19700,4420,7211,1820,,
2017-07-22 13:00:00,270,12210,3430,6021,1690,,
2017-07-22 14:00:00,220,11930,4630,6654,1320,,
2017-07-22 15:00:00,350,6660,5920,8818,1890,,
2017-07-22 16:00:00,280,7220,5640,9611,2590,,
2017-07-22 17:00:00,290,15540,5420,8931,2290,,
2017-07-22 18:00:00,130,15260,9250,16058,4440,,
2017-07-22 19:00:00,-60,9990,3980,6587,1700,,
2017-07-22 20:00:00,,9990,5660,8389,1780,,
2017-07-22 21:00:00,,12210,5980,9752,2460,,
2017-07-22 22:00:00,,11930,6190,9579,2210,,
2017-07-22 23:00:00,,8880,7590,11623,2630,,
2017-07-23 00:00:00,950,9160,6750,9955,2090,,
2017-07-23 01:00:00,1010,18870,3120,4761,1070,,
2017-07-23 02:00:00,990,18870,2710,4596,1230,,
2017-07-23 03:00:00,1040,15540,2630,4792,1410,,
2017-07-23 04:00:00,1020,15540,2140,3934,1170,,
2017-07-23 05:00:00,890,16650,2710,4657,1270,,
2017-07-23 06:00:00,1000,16650,2930,4816,1230,,
2017-07-23 07:00:00,1080,17760,2860,4853,1300,,
2017-07-23 08:00:00,1300,17480,3640,5419,1160,,
2017-07-23 09:00:00,1680,13320,6940,11571,3020,,
2017-07-23 10:00:00,1790,13600,6730,11759,3280,,
2017-07-23 11:00:00,1970,16650,7590,12757,3370,,
2017-07-23 12:00:00,1800,16930,8140,14196,3950,,
2017-07-23 13:00:00,630,26640,8320,13855,3610,,
2017-07-23 14:00:00,90,26640,10620,17520,4500,,
2017-07-23 15:00:00,0,28860,10090,18032,5180,,
2017-07-23 16:00:00,-70,28580,11880,24376,8150,,
2017-07-23 17:00:00,,25530,10050,20860,7050,,
2017-07-23 18:00:00,,25250,10220,20646,6800,,
2017-07-23 19:00:00,,18870,5290,9844,2970,,
2017-07-23 20:00:00,,19430,9930,18470,5570,,
2017-07-23 21:00:00,,25530,9430,18553,5950,,
2017-07-23 22:00:00,,24980,10520,21146,6930,,
2017-07-23 23:00:00,,15540,8090,17182,5930,,
2017-07-24 00:00:00,940,15260,6950,14524,4940,,
2017-07-24 01:00:00,870,13320,6160,12937,4420,,
2017-07-24 02:00:00,910,13040,7240,15872,5630,,
2017-07-24 03:00:00,960,7770,6320,11073,3100,,
2017-07-24 04:00:00,1010,7490,7560,13095,3610,,
2017-07-24 05:00:00,880,4440,4420,8131,2420,,
2017-07-24 06:00:00,1030,4440,3450,5627,1420,,
2017-07-24 07:00:00,940,3330,8690,15728,4590,,
2017-07-24 08:00:00,1040,3330,8200,15437,4720,,
2017-07-24 09:00:00,1280,4440,8450,16316,5130,,
2017-07-24 10:00:00,1490,4440,8260,15160,4500,,
2017-07-24 11:00:00,1500,,5820,11447,3670,,
2017-07-24 12:00:00,670,,7630,13119,3580,,
2017-07-24 13:00:00,1290,,,,,,
2017-07-24 14:00:00,,16370,6880,11066,2730,,
2017-07-24 15:00:00,1270,16650,7400,12061,3040,,
2017-07-24 16:00:00,1060,21090,12070,18157,3970,,
2017-07-24 17:00:00,1110,21090,28060,40955,8410,,
2017-07-24 18:00:00,980,23310,32300,61785,19230,,
2017-07-24 19:00:00,880,23310,47930,76817,18840,,
2017-07-24 20:00:00,520,17760,21090,31946,7080,,
2017-07-24 21:00:00,610,17760,17460,23486,3930,,
2017-07-24 22:00:00,530,18870,17910,23951,3940,,
2017-07-24 23:00:00,420,18870,6150,7515,890,,
2017-07-25 00:00:00,920,13320,4340,5965,1060,,
2017-07-25 01:00:00,1000,13320,5720,7284,1020,,
2017-07-25 02:00:00,980,8880,4550,6329,1160,,
2017-07-25 03:00:00,880,8880,3880,5858,1290,,
2017-07-25 04:00:00,860,7770,4140,5919,1160,,
2017-07-25 05:00:00,920,7770,7130,8525,910,,
2017-07-25 06:00:00,950,19700,10180,12664,1620,,
2017-07-25 07:00:00,1170,19980,16770,24314,4920,,
2017-07-25 08:00:00,1260,15540,14520,21236,4380,,
2017-07-25 09:00:00,,15540,13110,19918,4440,,
2017-07-25 10:00:00,,24140,13080,18492,3530,,
2017-07-25 11:00:00,200,24420,15830,20721,3190,,
2017-07-25 12:00:00,610,24420,13000,16465,2260,,
2017-07-25 13:00:00,810,24420,15790,19623,2500,,
2017-07-25 14:00:00,850,19980,11400,15402,2610,,
2017-07-25 15:00:00,900,19980,13400,18690,3450,,
2017-07-25 16:00:00,740,21090,18390,25198,4440,,
2017-07-25 17:00:00,520,21090,19830,27098,4740,,
2017-07-25 18:00:00,200,24420,14290,18476,2730,,
2017-07-25 19:00:00,140,24420,11340,14008,1740,,
2017-07-25 20:00:00,30,19980,10000,12530,1650,,
2017-07-25 21:00:00,-10,19980,6790,8707,1250,,
2017-07-25 22:00:00,-170,25530,5780,7957,1420,,
2017-07-25 23:00:00,-150,25530,6340,7751,920,,
2017-07-26 00:00:00,400,15820,5450,6569,730,,
2017-07-26 01:00:00,350,15540,4370,6087,1120,,
2017-07-26 02:00:00,460,9160,3230,4748,990,,
2017-07-26 03:00:00,340,8880,4530,5910,900,,
2017-07-26 04:00:00,350,12210,7230,8196,630,,
2017-07-26 05:00:00,310,12210,9060,11023,1280,,
2017-07-26 06:00:00,310,14430,10790,13979,2080,,
2017-07-26 07:00:00,160,14430,16330,22908,4290,,
2017-07-26 08:00:00,530,19980,19050,28096,5900,,
2017-07-26 09:00:00,620,19980,12250,18199,3880,,
2017-07-26 10:00:00,860,19980,10660,15750,3320,,
