Data,DiÛxido de Enxofre,PartÌculas < 10 µm,Ozono,DiÛxido de Azoto,”xidos de Azoto,MonÛxido de Azoto,PartÌculas < 2.5 µm,,
(Hora UTC),µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,,
2017-01-01 00:00:00,0,15540,35020,4000,4828,540,11000,,
2017-01-01 01:00:00,0,23590,19440,4680,5523,550,12500,,
2017-01-01 02:00:00,0,25530,12570,5600,6321,470,13000,,
2017-01-01 03:00:00,0,29140,21570,4460,5242,510,11250,,
2017-01-01 04:00:00,0,29970,27020,3240,3991,490,11000,,
2017-01-01 05:00:00,0,21920,23700,3150,3671,340,,,
2017-01-01 06:00:00,0,19980,22920,2660,3411,490,,,
2017-01-01 07:00:00,0,17210,17520,2720,3180,300,13000,,
2017-01-01 08:00:00,0,16650,14140,2750,3317,370,13000,,
2017-01-01 09:00:00,0,,15850,2230,3334,720,12250,,
2017-01-01 10:00:00,0,,25260,2860,3995,740,12000,,
2017-01-01 11:00:00,0,5550,54620,4090,5271,770,,,
2017-01-01 12:00:00,3550,5550,65880,3370,4305,610,,,
2017-01-01 13:00:00,3330,5550,69080,2920,3503,380,5000,,
2017-01-01 14:00:00,2000,5550,71960,3000,3797,520,5000,,
2017-01-01 15:00:00,2660,14710,69450,4350,5147,520,5750,,
2017-01-01 16:00:00,5320,16650,65480,4870,5575,460,6000,,
2017-01-01 17:00:00,6650,15820,54960,9290,10486,780,8500,,
2017-01-01 18:00:00,5320,15540,50780,9060,10133,700,9000,,
2017-01-01 19:00:00,5320,11100,54080,5980,6701,470,6500,,
2017-01-01 20:00:00,6650,9990,53050,5090,5872,510,6000,,
2017-01-01 21:00:00,6650,12770,57620,5200,5691,320,5250,,
2017-01-01 22:00:00,5990,13320,59980,3420,4141,470,5000,,
2017-01-01 23:00:00,7980,15260,64050,3590,3943,230,4250,,
2017-01-02 00:00:00,0,15540,66610,2890,3304,270,4000,,
2017-01-02 01:00:00,0,11100,65850,2930,3252,210,4000,,
2017-01-02 02:00:00,0,9990,62610,2650,3601,620,4000,,
2017-01-02 03:00:00,0,15540,60470,3030,3643,400,8750,,
2017-01-02 04:00:00,0,16650,58970,3280,4062,510,10000,,
2017-01-02 05:00:00,0,16650,58580,3740,4231,320,6750,,
2017-01-02 06:00:00,0,16650,61780,4280,4909,410,6000,,
2017-01-02 07:00:00,0,18590,63830,4590,5694,720,9250,,
2017-01-02 08:00:00,0,18870,62510,4490,5333,550,10000,,
2017-01-02 09:00:00,0,11930,64130,4170,4967,520,10000,,
2017-01-02 10:00:00,0,9990,62950,4290,4965,440,10000,,
2017-01-02 11:00:00,0,14430,61050,4540,5506,630,8250,,
2017-01-02 12:00:00,0,15540,61910,4460,5503,680,8000,,
2017-01-02 13:00:00,670,14430,68860,4770,5230,300,7250,,
2017-01-02 14:00:00,1330,14430,70140,4560,5388,540,7000,,
2017-01-02 15:00:00,2000,19700,68500,5180,5839,430,15250,,
2017-01-02 16:00:00,670,21090,67290,5630,6366,480,17000,,
2017-01-02 17:00:00,1330,19150,68660,5010,5715,460,11250,,
2017-01-02 18:00:00,2660,18870,69150,5390,6095,460,10000,,
2017-01-02 19:00:00,670,20810,71310,5960,6681,470,10000,,
2017-01-02 20:00:00,2000,21090,70170,4890,5641,490,10000,,
2017-01-02 21:00:00,1330,22760,67950,4140,4830,450,13000,,
2017-01-02 22:00:00,670,23310,66120,3940,4891,620,14000,,
2017-01-02 23:00:00,2000,18870,64820,3480,3925,290,11500,,
2017-01-03 00:00:00,0,17760,62710,3490,3981,320,11000,,
2017-01-03 01:00:00,0,16100,60390,3660,3875,140,7750,,
2017-01-03 02:00:00,1330,15540,62600,2840,3254,270,7000,,
2017-01-03 03:00:00,1330,18320,60860,2810,3040,150,7000,,
2017-01-03 04:00:00,670,18870,60150,2220,2941,470,7000,,
2017-01-03 05:00:00,0,18870,57890,2920,3257,220,12000,,
2017-01-03 06:00:00,670,18870,54780,3720,4333,400,13000,,
2017-01-03 07:00:00,0,20540,51310,5240,6681,940,11500,,
2017-01-03 08:00:00,1330,21090,47160,5540,7625,1360,11000,,
2017-01-03 09:00:00,670,13320,48270,4030,4766,480,7750,,
2017-01-03 10:00:00,670,11100,47930,4680,7210,1650,7000,,
2017-01-03 11:00:00,0,13880,46230,5980,7391,920,9500,,
2017-01-03 12:00:00,0,14430,44980,6250,6879,410,10000,,
2017-01-03 13:00:00,0,30800,48110,5390,6586,780,14250,,
2017-01-03 14:00:00,0,34410,56350,3980,5115,740,15000,,
2017-01-03 15:00:00,0,40790,69030,2940,3722,510,15000,,
2017-01-03 16:00:00,0,42180,68160,2740,3430,450,15000,,
2017-01-03 17:00:00,0,44960,59110,6550,7593,680,24000,,
2017-01-03 18:00:00,0,45510,46340,12160,13463,850,26000,,
2017-01-03 19:00:00,0,41900,37050,11240,11884,420,23750,,
2017-01-03 20:00:00,0,41070,33580,9630,10473,550,23000,,
2017-01-03 21:00:00,0,43570,36420,7560,8419,560,16000,,
2017-01-03 22:00:00,0,44400,34360,5800,6582,510,14000,,
2017-01-03 23:00:00,0,39130,34360,4990,5818,540,10750,,
2017-01-04 00:00:00,0,37740,36200,2940,3722,510,10000,,
2017-01-04 01:00:00,670,33300,31880,3120,3396,180,8500,,
2017-01-04 02:00:00,2000,32190,33790,2560,3296,480,8000,,
2017-01-04 03:00:00,670,25810,34730,1860,2565,460,10500,,
2017-01-04 04:00:00,670,24420,37620,2110,2263,100,11000,,
2017-01-04 05:00:00,670,20810,36010,2130,2881,490,7750,,
2017-01-04 06:00:00,670,19980,32950,3100,3897,520,7000,,
2017-01-04 07:00:00,670,21920,30510,7390,10886,2280,8750,,
2017-01-04 08:00:00,670,22200,31650,7270,11410,2700,9000,,
2017-01-04 09:00:00,670,14430,35190,4400,6838,1590,6000,,
2017-01-04 10:00:00,0,12210,35260,3880,5429,1010,5000,,
2017-01-04 11:00:00,670,8600,39180,4000,5549,1010,3500,,
2017-01-04 12:00:00,0,7770,42830,4590,6139,1010,3000,,
2017-01-04 13:00:00,0,20260,44580,3600,4919,860,3000,,
2017-01-04 14:00:00,0,23310,48340,3140,4643,980,3000,,
2017-01-04 15:00:00,0,23310,57040,3700,4421,470,3000,,
2017-01-04 16:00:00,0,23310,51900,5060,6133,700,3000,,
2017-01-04 17:00:00,0,26920,41870,7220,8355,740,10250,,
2017-01-04 18:00:00,0,27750,31050,14390,17349,1930,12000,,
2017-01-04 19:00:00,0,34970,32390,7750,8333,380,12750,,
2017-01-04 20:00:00,0,36630,32870,11400,12918,990,13000,,
2017-01-04 21:00:00,0,26920,28740,8900,10571,1090,10000,,
2017-01-04 22:00:00,3330,24420,20380,7040,8006,630,9000,,
2017-01-04 23:00:00,2000,21650,19480,5320,6562,810,5750,,
2017-01-05 00:00:00,890,21090,11940,8310,9291,640,5000,,
2017-01-05 01:00:00,0,13040,16430,5140,5554,270,3500,,
2017-01-05 02:00:00,670,11100,15410,4180,4625,290,3000,,
2017-01-05 03:00:00,0,7490,12400,3670,4360,450,2250,,
2017-01-05 04:00:00,670,6660,11180,4040,4822,510,2000,,
2017-01-05 05:00:00,0,6660,14660,3600,4305,460,2000,,
2017-01-05 06:00:00,0,6660,17170,3470,4160,450,2000,,
2017-01-05 07:00:00,0,8330,19230,4740,5967,800,2000,,
2017-01-05 08:00:00,0,8880,23250,5760,8535,1810,2000,,
2017-01-05 09:00:00,0,6110,41040,3450,4937,970,2000,,
2017-01-05 10:00:00,0,5550,33270,3920,5423,980,2000,,
2017-01-05 11:00:00,0,6380,32220,3610,4867,820,2000,,
2017-01-05 12:00:00,890,6660,35700,3970,5549,1030,2000,,
2017-01-05 13:00:00,0,11100,38260,3130,3897,500,2000,,
2017-01-05 14:00:00,670,12210,40330,3060,4394,870,2000,,
2017-01-05 15:00:00,0,17760,39630,2810,3960,750,5250,,
2017-01-05 16:00:00,0,18870,36380,3040,3561,340,6000,,
2017-01-05 17:00:00,670,26920,19580,8770,10273,980,15000,,
2017-01-05 18:00:00,670,28860,14820,10490,13664,2070,17000,,
2017-01-05 19:00:00,2660,18040,5050,14880,18667,2470,13750,,
2017-01-05 20:00:00,2000,15540,6200,10350,12175,1190,13000,,
2017-01-05 21:00:00,2660,15540,16600,5060,6210,750,10000,,
2017-01-05 22:00:00,670,15540,17200,4650,5340,450,9000,,
2017-01-05 23:00:00,2000,10270,20890,3910,4569,430,6500,,
2017-01-06 00:00:00,4430,8880,27110,1790,2173,250,6000,,
2017-01-06 01:00:00,8650,9710,28200,2180,2349,110,3500,,
2017-01-06 02:00:00,3990,9990,30020,1680,2539,560,3000,,
2017-01-06 03:00:00,7980,6380,34240,1630,2611,640,1500,,
2017-01-06 04:00:00,3990,5550,37030,2060,2842,510,1000,,
2017-01-06 05:00:00,7980,5550,34740,2010,2455,290,2000,,
2017-01-06 06:00:00,6650,5550,32680,2200,2783,380,2000,,
2017-01-06 07:00:00,5990,7490,28750,2400,3734,870,7750,,
2017-01-06 08:00:00,7980,7770,31230,2280,3169,580,9000,,
2017-01-06 09:00:00,7320,5270,32510,2780,4344,1020,5750,,
2017-01-06 10:00:00,4660,4440,33470,3100,4848,1140,5000,,
2017-01-06 11:00:00,3990,3610,35000,3360,4924,1020,4250,,
2017-01-06 12:00:00,890,3330,36420,3600,5394,1170,4000,,
2017-01-06 13:00:00,0,4160,42340,3930,6031,1370,3250,,
2017-01-06 14:00:00,0,4440,57540,3700,5279,1030,3000,,
2017-01-06 15:00:00,0,12490,55460,2870,4143,830,2250,,
2017-01-06 16:00:00,0,14430,55250,5730,7187,950,2000,,
2017-01-06 17:00:00,1330,19980,28760,19550,27186,4980,7750,,
2017-01-06 18:00:00,3330,21090,15570,15740,20217,2920,9000,,
2017-01-06 19:00:00,670,24700,13850,15650,18119,1610,14750,,
2017-01-06 20:00:00,4660,25530,8020,22670,26703,2630,16000,,
2017-01-06 21:00:00,670,30530,4370,23150,27873,3080,19250,,
2017-01-06 22:00:00,2660,32190,5300,20380,24152,2460,20000,,
2017-01-06 23:00:00,3990,29420,11630,14120,16972,1860,12500,,
2017-01-07 00:00:00,0,28860,14530,9740,11105,890,11000,,
2017-01-07 01:00:00,0,19980,9070,8000,9043,680,12500,,
2017-01-07 02:00:00,0,17760,7890,6230,7472,810,13000,,
2017-01-07 03:00:00,0,19700,15540,3570,4183,400,9750,,
2017-01-07 04:00:00,0,19980,16900,3100,3882,510,9000,,
2017-01-07 05:00:00,0,19150,13160,3110,3831,470,8000,,
2017-01-07 06:00:00,0,18870,12760,3720,4640,600,8000,,
2017-01-07 07:00:00,0,15260,7630,3530,4297,500,,,
2017-01-07 08:00:00,0,14430,8140,4670,7246,1680,,,
2017-01-07 09:00:00,0,14430,14830,3420,6778,2190,10500,,
2017-01-07 10:00:00,0,14430,22230,5870,8983,2030,9000,,
2017-01-07 11:00:00,0,15260,35130,4440,6096,1080,6500,,
2017-01-07 12:00:00,1770,15540,45990,4320,6313,1300,6000,,
2017-01-07 13:00:00,670,19150,54190,2770,4027,820,5250,,
2017-01-07 14:00:00,1330,19980,61330,2400,3197,520,5000,,
2017-01-07 15:00:00,1330,12770,60950,2320,3010,450,2500,,
2017-01-07 16:00:00,2660,11100,54200,3550,4025,310,2000,,
2017-01-07 17:00:00,3990,18320,42090,5290,5949,430,7000,,
2017-01-07 18:00:00,4660,19980,30830,10490,11165,440,8000,,
2017-01-07 19:00:00,5320,25530,30460,8900,9682,510,20250,,
2017-01-07 20:00:00,7320,26640,26920,11920,13223,850,23000,,
2017-01-07 21:00:00,3330,18870,20230,12450,13707,820,,,
2017-01-07 22:00:00,7320,16650,10580,9440,10912,960,,,
2017-01-07 23:00:00,6650,21370,9240,9580,12340,1800,12500,,
2017-01-08 00:00:00,0,22200,8830,7210,9035,1190,11000,,
2017-01-08 01:00:00,0,16650,9890,5980,6624,420,12750,,
2017-01-08 02:00:00,0,15540,13370,4680,5523,550,13000,,
2017-01-08 03:00:00,0,16370,9190,4150,4901,490,10500,,
2017-01-08 04:00:00,0,16650,7750,3360,4326,630,10000,,
2017-01-08 05:00:00,0,15820,8050,4050,5200,750,11750,,
2017-01-08 06:00:00,0,15540,9600,4480,5109,410,12000,,
2017-01-08 07:00:00,0,13880,8790,4320,5685,890,12750,,
2017-01-08 08:00:00,0,13320,9140,2310,3598,840,13000,,
2017-01-08 09:00:00,0,16100,16070,2890,4975,1360,13000,,
2017-01-08 10:00:00,0,16650,29130,3470,6138,1740,13000,,
2017-01-08 11:00:00,0,11100,31410,8920,26292,11330,,,
2017-01-08 12:00:00,0,9990,37770,2960,4417,950,,,
2017-01-08 13:00:00,0,10820,51890,2380,2993,400,7000,,
2017-01-08 14:00:00,0,11100,65170,2310,2816,330,7000,,
2017-01-08 15:00:00,670,14710,64550,2940,3507,370,4500,,
2017-01-08 16:00:00,670,15540,59720,2690,3610,600,4000,,
2017-01-08 17:00:00,670,15540,50120,4570,5168,390,7250,,
2017-01-08 18:00:00,3330,15540,42820,7970,8691,470,8000,,
2017-01-08 19:00:00,4660,26360,34820,12390,13801,920,21000,,
2017-01-08 20:00:00,3990,28860,11260,14070,15649,1030,24000,,
2017-01-08 21:00:00,2660,28030,61750,9820,10832,660,21500,,
2017-01-08 22:00:00,2660,27750,38980,8550,9669,730,21000,,
2017-01-08 23:00:00,2660,26920,27830,7470,8283,530,17000,,
2017-01-09 00:00:00,0,26640,19380,8070,9128,690,16000,,
2017-01-09 01:00:00,0,29420,8590,7110,8444,870,21750,,
2017-01-09 02:00:00,0,29970,7680,6240,7053,530,23000,,
2017-01-09 03:00:00,0,29970,12430,6840,7668,540,18250,,
2017-01-09 04:00:00,0,29970,11470,6380,7162,510,17000,,
2017-01-09 05:00:00,0,34410,12130,5640,6437,520,26000,,
2017-01-09 06:00:00,0,35520,16260,6270,7604,870,28000,,
2017-01-09 07:00:00,0,31910,11510,13220,23999,7030,29750,,
2017-01-09 08:00:00,0,31080,7520,15120,29594,9440,30000,,
2017-01-09 09:00:00,0,19700,22690,8890,14379,3580,19000,,
2017-01-09 10:00:00,0,16650,32350,8910,13111,2740,16000,,
2017-01-09 11:00:00,0,13040,47310,5730,8030,1500,11000,,
2017-01-09 12:00:00,0,12210,55650,3630,4841,790,10000,,
2017-01-09 13:00:00,0,7490,64550,2870,4066,780,6750,,
2017-01-09 14:00:00,0,6660,64840,3640,4131,320,6000,,
2017-01-09 15:00:00,0,9440,63090,3680,4217,350,4250,,
2017-01-09 16:00:00,670,9990,62540,5190,6447,820,4000,,
2017-01-09 17:00:00,1330,11660,52440,8120,8503,250,3000,,
2017-01-09 18:00:00,2660,12210,37260,16130,17817,1100,3000,,
2017-01-09 19:00:00,2660,18590,23900,19510,21135,1060,7000,,
2017-01-09 20:00:00,1330,19980,29920,13190,13619,280,8000,,
2017-01-09 21:00:00,2000,19980,32750,11690,12365,440,11250,,
2017-01-09 22:00:00,2000,19980,31940,12180,13238,690,12000,,
2017-01-09 23:00:00,3330,23590,38220,11140,12014,570,8750,,
2017-01-10 00:00:00,0,24420,29460,10040,10730,450,8000,,
2017-01-10 01:00:00,0,19700,47820,7720,8333,400,13750,,
2017-01-10 02:00:00,0,18870,53930,7940,8523,380,15000,,
2017-01-10 03:00:00,0,20540,,5590,6203,400,9250,,
2017-01-10 04:00:00,0,21090,,5990,6741,490,8000,,
2017-01-10 05:00:00,0,18320,19080,4290,5072,510,12000,,
2017-01-10 06:00:00,0,17760,14010,4600,4738,90,13000,,
2017-01-10 07:00:00,0,19700,15720,5720,6287,370,13000,,
2017-01-10 08:00:00,0,19980,36210,6210,6839,410,13000,,
2017-01-10 09:00:00,0,13880,45960,4950,5870,600,9000,,
2017-01-10 10:00:00,0,12210,56970,4490,5425,610,8000,,
2017-01-10 11:00:00,0,8600,61950,3960,4757,520,5500,,
2017-01-10 12:00:00,0,7770,71500,2540,3107,370,5000,,
2017-01-10 13:00:00,0,8600,71480,2570,2953,250,4250,,
2017-01-10 14:00:00,670,8880,72260,2070,2760,450,4000,,
2017-01-10 15:00:00,670,5270,72770,2630,3121,320,3250,,
2017-01-10 16:00:00,670,4440,71210,2480,3017,350,3000,,
2017-01-10 17:00:00,670,7220,71470,3090,3136,30,5500,,
2017-01-10 18:00:00,1330,7770,76250,3620,4095,310,6000,,
2017-01-10 19:00:00,2000,7770,70880,3830,4275,290,7000,,
2017-01-10 20:00:00,2660,7770,68330,3980,4685,460,7000,,
2017-01-10 21:00:00,1330,15540,62010,5330,5514,120,4750,,
2017-01-10 22:00:00,3330,17760,59850,4920,5319,260,4000,,
2017-01-10 23:00:00,1330,11380,54950,4000,4445,290,3250,,
2017-01-11 00:00:00,0,9990,58230,3380,3871,320,3000,,
2017-01-11 01:00:00,670,14430,59920,3400,3860,300,7000,,
2017-01-11 02:00:00,0,15540,57760,4150,4380,150,8000,,
2017-01-11 03:00:00,1330,11100,54800,3810,4163,230,5500,,
2017-01-11 04:00:00,0,9990,50810,3840,4499,430,5000,,
2017-01-11 05:00:00,670,17210,47270,4500,5282,510,3250,,
2017-01-11 06:00:00,2000,18870,44300,5210,5808,390,3000,,
2017-01-11 07:00:00,0,17210,34130,10420,12245,1190,8000,,
2017-01-11 08:00:00,670,16650,26120,13550,17061,2290,9000,,
2017-01-11 09:00:00,670,11660,37740,7430,10359,1910,9000,,
2017-01-11 10:00:00,670,9990,47690,5770,7472,1110,9000,,
2017-01-11 11:00:00,0,8050,52300,5870,8139,1480,,,
2017-01-11 12:00:00,0,7770,59650,5410,7143,1130,,,
2017-01-11 13:00:00,0,12490,61730,3920,4932,660,7000,,
2017-01-11 14:00:00,0,13320,64910,4270,5129,560,7000,,
2017-01-11 15:00:00,0,16930,66010,4540,5506,630,4500,,
2017-01-11 16:00:00,0,17760,63530,5230,5751,340,4000,,
2017-01-11 17:00:00,0,28580,47700,11170,12504,870,20500,,
2017-01-11 18:00:00,1330,31080,35850,15050,16660,1050,24000,,
2017-01-11 19:00:00,0,41900,22980,21380,23128,1140,23250,,
2017-01-11 20:00:00,3330,44400,19290,18560,20385,1190,23000,,
2017-01-11 21:00:00,670,39130,16140,22990,26747,2450,24750,,
2017-01-11 22:00:00,3330,37740,15000,17950,19131,770,25000,,
2017-01-11 23:00:00,0,28860,8600,19740,20829,710,16750,,
2017-01-12 00:00:00,0,26640,8880,14890,17083,1430,15000,,
2017-01-12 01:00:00,0,23030,4700,12040,13343,850,15000,,
2017-01-12 02:00:00,0,22200,5290,13780,15758,1290,15000,,
2017-01-12 03:00:00,0,23030,9020,10660,11611,620,17500,,
2017-01-12 04:00:00,0,23310,5440,8650,9478,540,18000,,
2017-01-12 05:00:00,0,24140,4570,8110,9551,940,11500,,
2017-01-12 06:00:00,0,24420,2560,8980,10222,810,10000,,
2017-01-12 07:00:00,0,24420,1860,9690,18077,5470,16000,,
2017-01-12 08:00:00,0,,2460,8730,26071,11310,,,
2017-01-12 09:00:00,0,,15140,7780,15876,5280,,,
2017-01-12 10:00:00,0,,,7620,14673,4600,,,
2017-01-12 11:00:00,0,24420,,7730,11349,2360,20000,,
2017-01-12 12:00:00,0,24420,29140,,,,20000,,
2017-01-12 13:00:00,0,23310,39130,11040,16912,3830,11000,,
2017-01-12 14:00:00,0,23310,49060,7600,10605,1960,11000,,
2017-01-12 15:00:00,0,21090,47400,7230,9683,1600,12000,,
2017-01-12 16:00:00,0,21090,49880,7010,9203,1430,12000,,
2017-01-12 17:00:00,0,23310,35270,10750,13403,1730,11000,,
2017-01-12 18:00:00,0,23310,21950,14340,16533,1430,11000,,
2017-01-12 19:00:00,0,12210,32780,11470,12865,910,7000,,
2017-01-12 20:00:00,0,12210,47130,5830,6765,610,7000,,
2017-01-12 21:00:00,0,18870,37330,7290,8348,690,6000,,
2017-01-12 22:00:00,0,18870,43930,5460,6073,400,6000,,
2017-01-12 23:00:00,0,13320,46330,5080,5985,590,11000,,
2017-01-13 00:00:00,890,13320,43180,6190,6865,440,11000,,
2017-01-13 01:00:00,3330,13320,43460,5850,6816,630,7000,,
2017-01-13 02:00:00,5320,13320,36320,4660,5350,450,7000,,
2017-01-13 03:00:00,2660,14430,40370,4010,4685,440,7000,,
2017-01-13 04:00:00,5320,14430,39860,4190,4865,440,7000,,
2017-01-13 05:00:00,4660,8880,46120,3740,4369,410,5000,,
2017-01-13 06:00:00,670,8880,47550,3910,4707,520,5000,,
2017-01-13 07:00:00,4660,13320,40200,7290,8777,970,4000,,
2017-01-13 08:00:00,4660,13320,43030,9730,11555,1190,4000,,
2017-01-13 09:00:00,3330,14430,54630,4730,6325,1040,6000,,
2017-01-13 10:00:00,2660,14430,67910,3780,5129,880,6000,,
2017-01-13 11:00:00,1330,23310,79290,3730,5033,850,22000,,
2017-01-13 12:00:00,0,23310,81580,2260,3257,650,22000,,
2017-01-13 13:00:00,0,14430,82860,1940,2507,370,12000,,
2017-01-13 14:00:00,0,14430,82270,2780,3531,490,12000,,
2017-01-13 15:00:00,670,7770,82390,2550,3025,310,7000,,
2017-01-13 16:00:00,0,7770,79580,3550,4255,460,7000,,
2017-01-13 17:00:00,670,11100,69150,5530,6174,420,5000,,
2017-01-13 18:00:00,0,11100,67470,5120,5779,430,5000,,
2017-01-13 19:00:00,0,14430,64710,6120,6503,250,4000,,
2017-01-13 20:00:00,670,14430,63710,6560,6637,50,4000,,
2017-01-13 21:00:00,1330,8880,62950,5360,5943,380,3000,,
2017-01-13 22:00:00,0,8880,56900,5970,6660,450,3000,,
2017-01-13 23:00:00,670,11100,55830,6020,6403,250,12000,,
2017-01-14 00:00:00,890,11100,49630,6660,7105,290,12000,,
2017-01-14 01:00:00,670,12210,50450,5440,5685,160,7000,,
2017-01-14 02:00:00,670,12210,52920,4600,5014,270,7000,,
2017-01-14 03:00:00,0,9990,51970,4770,5169,260,4000,,
2017-01-14 04:00:00,0,9990,36220,5510,6430,600,4000,,
2017-01-14 05:00:00,0,15540,25250,5200,5614,270,8000,,
2017-01-14 06:00:00,0,15540,54550,4990,5343,230,8000,,
2017-01-14 07:00:00,0,27750,45480,5740,6461,470,20000,,
2017-01-14 08:00:00,0,27750,46140,5920,7147,800,20000,,
2017-01-14 09:00:00,0,14430,51580,4210,5452,810,12000,,
2017-01-14 10:00:00,0,14430,,3220,4232,660,12000,,
2017-01-14 11:00:00,1330,14430,67550,2440,3345,590,7000,,
2017-01-14 12:00:00,,14430,69080,2770,3337,370,7000,,
2017-01-14 13:00:00,0,8880,75470,2500,3159,430,4000,,
2017-01-14 14:00:00,0,8880,74600,2190,2834,420,4000,,
2017-01-14 15:00:00,670,4440,74360,2260,2766,330,3000,,
2017-01-14 16:00:00,670,4440,72630,2400,2829,280,3000,,
2017-01-14 17:00:00,670,3330,61540,5310,5908,390,2000,,
2017-01-14 18:00:00,0,3330,49570,9820,10725,590,2000,,
2017-01-14 19:00:00,2000,17760,43150,11870,13265,910,7000,,
2017-01-14 20:00:00,2660,17760,52250,6800,7521,470,7000,,
2017-01-14 21:00:00,670,17760,49910,7030,8119,710,10000,,
2017-01-14 22:00:00,0,17760,47230,5740,6123,250,10000,,
2017-01-14 23:00:00,0,17760,46710,5530,6220,450,13000,,
2017-01-15 00:00:00,0,17760,46320,3590,4249,430,13000,,
2017-01-15 01:00:00,0,14430,43880,3230,3721,320,11000,,
2017-01-15 02:00:00,0,14430,33800,2670,3421,490,11000,,
2017-01-15 03:00:00,0,9990,32340,2090,2703,400,,,
2017-01-15 04:00:00,0,9990,51090,2320,2903,380,,,
2017-01-15 05:00:00,0,18870,42850,2560,3710,750,11000,,
2017-01-15 06:00:00,0,18870,41990,2420,3417,650,11000,,
2017-01-15 07:00:00,0,15540,39960,3090,3795,460,13000,,
2017-01-15 08:00:00,0,15540,38500,2630,3412,510,13000,,
2017-01-15 09:00:00,0,16650,44410,3010,4390,900,16000,,
2017-01-15 10:00:00,0,16650,56770,4320,5777,950,16000,,
2017-01-15 11:00:00,0,8880,63380,3440,5173,1130,9000,,
2017-01-15 12:00:00,0,8880,63370,2350,3040,450,9000,,
2017-01-15 13:00:00,0,6660,71760,2480,3139,430,6000,,
2017-01-15 14:00:00,0,6660,76620,2110,2570,300,6000,,
2017-01-15 15:00:00,670,4440,77140,2660,3611,620,4000,,
2017-01-15 16:00:00,1330,4440,74800,3420,4279,560,4000,,
2017-01-15 17:00:00,1330,28860,63310,8620,9233,400,13000,,
2017-01-15 18:00:00,3330,28860,64300,9220,10922,1110,13000,,
2017-01-15 19:00:00,0,26640,45640,11480,12737,820,17000,,
2017-01-15 20:00:00,670,26640,45540,9130,10111,640,17000,,
2017-01-15 21:00:00,670,26640,44210,9140,10029,580,9000,,
2017-01-15 22:00:00,2000,26640,40570,8240,9191,620,9000,,
2017-01-15 23:00:00,670,26640,31580,8600,9336,480,,,
2017-01-16 00:00:00,0,26640,24460,9650,10907,820,,,
2017-01-16 01:00:00,0,21090,24500,7710,8768,690,,,
2017-01-16 02:00:00,0,21090,,7930,8589,430,,,
2017-01-16 03:00:00,0,28860,21650,8030,8490,300,23000,,
2017-01-16 04:00:00,0,28860,21590,7460,7629,110,23000,,
2017-01-16 05:00:00,0,27750,26400,6090,6918,540,18000,,
2017-01-16 06:00:00,0,27750,26800,5990,6726,480,18000,,
2017-01-16 07:00:00,0,24420,20670,9840,11128,840,20000,,
2017-01-16 08:00:00,0,24420,14810,18110,28138,6540,20000,,
2017-01-16 09:00:00,0,23310,32310,9460,14029,2980,19000,,
2017-01-16 10:00:00,0,23310,52280,7470,9908,1590,19000,,
2017-01-16 11:00:00,0,21090,59840,4940,6611,1090,,,
2017-01-16 12:00:00,890,21090,60970,4260,5962,1110,,,
2017-01-16 13:00:00,670,12210,68960,3520,4103,380,12000,,
2017-01-16 14:00:00,1330,12210,74940,2670,3835,760,12000,,
2017-01-16 15:00:00,670,6660,76000,3170,4090,600,7000,,
2017-01-16 16:00:00,1330,6660,66190,5040,6466,930,7000,,
2017-01-16 17:00:00,3990,26640,55760,7360,8372,660,5000,,
2017-01-16 18:00:00,2000,26640,41110,21150,22668,990,5000,,
2017-01-16 19:00:00,3990,29970,34230,17000,17767,500,15000,,
2017-01-16 20:00:00,4660,29970,28300,18790,20032,810,15000,,
2017-01-16 21:00:00,5320,22200,19670,17680,18707,670,19000,,
2017-01-16 22:00:00,5320,22200,23670,16840,18358,990,19000,,
2017-01-16 23:00:00,5990,34410,27570,15140,16903,1150,33000,,
2017-01-17 00:00:00,0,34410,21580,13130,14035,590,33000,,
2017-01-17 01:00:00,0,26640,16670,13470,14221,490,24000,,
2017-01-17 02:00:00,0,26640,18770,11770,13165,910,24000,,
2017-01-17 03:00:00,0,32190,15200,9970,11028,690,23000,,
2017-01-17 04:00:00,0,32190,18840,10470,11605,740,23000,,
2017-01-17 05:00:00,0,33300,18440,9100,9974,570,27000,,
2017-01-17 06:00:00,0,33300,8650,10650,13119,1610,27000,,
2017-01-17 07:00:00,0,43290,7520,15120,23170,5250,29000,,
2017-01-17 08:00:00,0,43290,4650,15310,34445,12480,29000,,
2017-01-17 09:00:00,0,27750,18430,12640,24032,7430,23000,,
2017-01-17 10:00:00,0,27750,42420,10890,15291,2870,23000,,
2017-01-17 11:00:00,0,22200,60690,6620,8583,1280,22000,,
2017-01-17 12:00:00,2660,22200,67770,4740,6258,990,22000,,
2017-01-17 13:00:00,1330,15540,72130,3690,4533,550,11000,,
2017-01-17 14:00:00,2000,15540,79550,2410,3039,410,11000,,
2017-01-17 15:00:00,3330,7770,77090,4350,5393,680,7000,,
2017-01-17 16:00:00,3330,7770,71070,5210,6406,780,7000,,
2017-01-17 17:00:00,3990,19980,52480,12710,13415,460,11000,,
2017-01-17 18:00:00,5990,19980,27900,29870,30790,600,11000,,
2017-01-17 19:00:00,7980,26640,34240,23580,24623,680,16000,,
